종목명,종목코드,현재가,전일대비,등락률(%),거래량,거래대금,외국인보유율(%),시가총액
메가터치,446540,9000,340,3.93,676900,6142540000,36.6,261711000000
CJ프레시웨이,051500,22000,-700,-3.08,9393,206081000,18.4,261174000000
바텍,043150,17570,10,0.06,14785,259041000,21.81,260989000000
매일유업,267980,34000,-350,-1.02,945,32172000,14.05,260563000000
에이블씨엔씨,078520,10000,20,0.2,40472,402000000,9.61,260141000000
리파인,377450,15000,750,5.26,68893,1023235000,3.63,259950000000
마녀공장,439090,15850,-550,-3.35,122756,1960887000,2.59,259833000000
헥토파이낸셜,234340,18570,-3430,-15.59,974184,18486758000,1.37,259435000000
세방,004360,13500,-140,-1.03,11892,160000000,12.86,258060000000
KH바텍,060720,10870,30,0.28,85610,926716000,7.71,257373000000
사조대림,003960,28050,-600,-2.09,2896,81000000,1.57,257063000000
비덴트,121800,3320,0,0,0,0,1.54,256309000000
한국공항,005430,80100,2200,2.82,2923,232000000,13,253625000000
필에너지,378340,11710,250,2.18,27079,313536000,1.6,253449000000
큐에이드,377460,4080,0,0,0,0,0.02,253187000000
이지스밸류플러스리츠,334890,3640,-65,-1.75,58631,213000000,2.26,252793000000
싸이맥스,160980,23100,1350,6.21,93809,2100205000,7.48,252350000000
아스트,067390,5990,170,2.92,60690,360792000,0,252273000000
삼미금속,012210,10900,-740,-6.36,928169,10434387000,0.48,251262000000
대한제당,001790,2910,15,0.52,200394,580000000,0,250963000000
채비,0011T0,5340,-40,-0.74,235177,1271072000,2.67,250710000000
한미글로벌,053690,22850,-200,-0.87,151413,3462000000,2.62,250380000000
유진기업,023410,3235,30,0.94,94990,305925000,4.56,250100000000
지노믹트리,228760,10050,-80,-0.79,49481,495199000,2.7,249834000000
한선엔지니어링,452280,12950,2260,21.14,6469534,81325238000,3.22,249257000000
에스바이오메딕스,304360,20100,-550,-2.66,20939,421088000,2.02,248941000000
KB스타리츠,432320,1650,39,2.42,498492,818000000,2.42,248761000000
인투셀,287840,16450,10,0.06,33247,538150000,5.03,247111000000
삼영전자,005680,12330,80,0.65,106449,1351000000,39.97,246600000000
아이스크림미디어,461300,18460,-640,-3.35,38042,710030000,7.23,246144000000
삼진제약,005500,18470,80,0.44,22279,408000000,3.76,246020000000
쿠콘,294570,24250,-4900,-16.81,233659,5846912000,1.87,244724000000
디지털대성,068930,8840,0,0,18513,162148000,3.69,244650000000
선진,136490,10280,-200,-1.91,34129,350000000,7.73,244454000000
에어부산,298690,1500,-9,-0.6,100935,151000000,0.86,244372000000
유니테스트,086390,11550,930,8.76,179263,2016096000,9.3,244099000000
HEM파마,376270,33800,200,0.6,5256,178322000,0.64,244007000000
사조산업,007160,48750,-1650,-3.27,2336,114000000,1.18,243750000000
남양유업,003920,42950,-200,-0.46,2184,93000000,6.72,243674000000
KBI메탈,024840,5600,240,4.48,1967503,11041661000,1.32,242430000000
KPX케미칼,025000,55300,400,0.73,3944,216000000,29.74,242142000000
세보엠이씨,011560,24000,200,0.84,23145,555382000,12.6,242036000000
넥스트바이오메디컬,389650,29200,-950,-3.15,13192,385274000,2.19,241696000000
LIG아큐버,073490,31700,2100,7.09,110020,3436631000,7.47,241041000000
동아지질,028100,21350,2660,14.23,566748,11738000000,6.92,239592000000
코스맥스비티아이,044820,25100,1150,4.8,78183,1960000000,5.68,241058000000
휴온스,243070,20100,-50,-0.25,15531,310797000,16.1,240791000000
케이티알파,036030,4905,90,1.87,42784,207491000,1.11,240438000000
다올투자증권,030210,3935,-55,-1.38,148048,581000000,4.79,239685000000
바이오니아,064550,9230,-630,-6.39,363877,3394805000,4.93,238228000000
상아프론테크,089980,14890,110,0.74,6372,94654000,4.73,238076000000
아이엠바이오로직스,493280,16000,-300,-1.84,65237,1032294000,3.69,237384000000
케이프,064820,7690,-100,-1.28,28522,219432000,2.35,237315000000
서흥,008490,20300,150,0.74,15117,304000000,6,234852000000
셀바스AI,108860,8690,-140,-1.59,104363,903465000,1.38,233889000000
BYC,001460,37400,350,0.94,1484,54000000,4.92,233606000000
제이알글로벌리츠,348950,1182,0,0,0,0,13,233298000000
대명에너지,389260,13010,20,0.15,60106,783595000,0.9,233091000000
흥국화재,000540,3625,10,0.28,39211,140000000,1.34,232879000000
서호전기,065710,45200,-300,-0.66,5584,252586000,2.15,232780000000
베뉴지,019010,4820,-60,-1.23,268616,1285271000,0.59,232324000000
코오롱글로벌,003070,9120,-80,-0.87,5709,52000000,0.89,231866000000
DXVX,180400,2350,-15,-0.63,14521,34099000,4.94,231309000000
슈어소프트테크,298830,4325,25,0.58,102394,440320000,4.69,231208000000
비츠로테크,042370,8820,340,4.01,246003,2168111000,7.84,231084000000
신한서부티엔디리츠,404990,3745,-20,-0.53,18710,70000000,0.72,230796000000
LS네트웍스,000680,2925,0,0,72951,214000000,0.87,230498000000
나무가,190510,16360,1390,9.29,433527,7197157000,4.85,230435000000
피에이치에이,043370,10960,-40,-0.36,11623,126559000,14.98,230160000000
미원화학,134380,10430,-10,-0.1,3046,31000000,0.52,229383000000
대아티아이,045390,3240,-15,-0.46,343779,1121822000,5.9,228333000000
잇츠한불,226320,10440,10,0.1,14891,155000000,1.22,228942000000
KSS해운,044450,10140,180,1.81,90422,920000000,7.68,228936000000
콜마비앤에이치,200130,7920,-70,-0.88,41395,326954000,3.11,227902000000
뷰웍스,100120,25400,550,2.21,7797,196215000,30.12,227873000000
삼부토건,001470,5820,0,0,0,0,0,227794000000
대동,000490,7900,-30,-0.38,81859,645000000,3.34,227732000000
강원에너지,114190,8690,-20,-0.23,36810,319258000,1.17,227009000000
미창석유,003650,130100,-900,-0.69,616,80000000,30.33,226331000000
한진,002320,14510,-40,-0.27,17394,251000000,5.08,225175000000
LG생활건강우,051905,107300,200,0.19,7737,832000000,43.89,224928000000
경방,000050,8190,10,0.12,17597,142000000,2.74,224531000000
골프존,215000,35750,200,0.56,8491,299936000,16.28,224346000000
대신밸류리츠,0030R0,3750,-75,-1.96,16997,64000000,0.18,224175000000
지씨셀,144510,14170,150,1.07,16804,232704000,3.33,223890000000
모토닉,009680,10210,-80,-0.78,16457,166000000,11.25,221894000000
알멕,354320,34750,-3950,-10.21,175619,6220113000,5.48,222100000000
PKC,001340,4915,0,0,62588,305000000,1.53,221313000000
에스엔시스,0008Z0,23450,-300,-1.26,11339,266055000,8.35,221287000000
한국캐피탈,023760,1402,-25,-1.75,77414,108985000,0.76,221242000000
SBS,034120,11920,20,0.17,2403,28000000,0,221130000000
범한퓨얼셀,382900,25150,50,0.2,209136,5316713000,2.83,220339000000
칩스앤미디어,094360,10290,-210,-2,29200,300797000,1.98,219745000000
휴스틸,005010,3905,-10,-0.26,181484,705000000,1.94,219414000000
덕양에너젠,0001A0,8600,20,0.23,56109,489226000,1.5,219033000000
클리오,237880,12100,-210,-1.71,33655,409584000,2.58,218663000000
신흥에스이씨,243840,5660,40,0.71,97953,550459000,6.41,218239000000
티이엠씨,425040,9950,810,8.86,673917,6627072000,5.4,218132000000
JTC,950170,4470,170,3.95,3663,15572000,17.23,218015000000
에이직랜드,445090,19890,40,0.2,9826,195328000,1.05,217311000000
삼영,003720,6380,190,3.07,119018,751000000,4.64,216920000000
무학,033920,7610,-40,-0.52,18562,141000000,2.34,216885000000
삼목에스폼,018310,14740,390,2.72,19670,287950000,1.8,216678000000
노루홀딩스,000320,16270,40,0.25,1514,24000000,3.05,216247000000
HLB제약,047920,6580,-120,-1.79,77033,505799000,0,215819000000
엘브이엠씨홀딩스,900140,1116,-7,-0.62,284580,316000000,11.47,215656000000
신세계 I&C,035510,15410,80,0.52,91827,1410000000,3.45,215445000000
미래반도체,254490,14910,60,0.4,19100,282750000,3.35,215270000000
신성에스티,416180,23800,-400,-1.65,9511,227467000,1.41,215146000000
SK우,03473K,380000,-5000,-1.3,648,245000000,9.22,215131000000
에이유브랜즈,481070,14950,-210,-1.39,21482,317483000,2.25,214237000000
GS글로벌,001250,2595,-10,-0.38,256791,663000000,4.98,214175000000
심텍홀딩스,036710,4050,150,3.85,81810,325090000,24.31,213952000000
더본코리아,475560,14390,-330,-2.24,18585,269000000,0.49,213374000000
한국정보인증,053300,5400,-100,-1.82,971192,5293156000,1.22,213651000000
디아이씨,092200,5480,30,0.55,123370,666000000,1.35,213109000000
DS단석,017860,12000,-160,-1.32,47178,564000000,2.37,211843000000
백산,035150,10670,90,0.85,5712,60000000,5.93,210957000000
오픈엣지테크놀로지,394280,8000,20,0.25,49946,395963000,3.13,210772000000
씨메스로보틱스,475400,17850,-810,-4.34,57283,1028123000,1.87,210753000000
케이엔알시스템,199430,18790,-780,-3.99,232814,4407691000,1.51,210392000000
아리바이오홀딩스,290690,3970,-125,-3.05,652786,2582051000,0.61,210699000000
DSC인베스트먼트,241520,7890,80,1.02,114526,892965000,7.49,209874000000
대원산업,005710,10470,-30,-0.29,9896,104594000,15.36,209793000000
흥구석유,024060,13970,-1010,-6.74,2685769,39055569000,0,209550000000
대화제약,067080,11250,-40,-0.35,83143,938488000,0.59,209437000000
나우로보틱스,459510,16130,-150,-0.92,82411,1334646000,1.01,209341000000
이노스페이스,462350,6100,200,3.39,108815,662055000,2.91,206677000000
옵티코어,380540,8450,0,0,0,0,0.22,206658000000
효성화학,298000,54500,-500,-0.91,23111,1276000000,2.13,206653000000
코메론,049430,22800,400,1.79,41633,947604000,22.49,206294000000
바이넥스,053030,6310,-70,-1.1,47441,299861000,7.24,206237000000
CR홀딩스,000480,4395,0,0,51699,223000000,0.9,206083000000
큐라클,365270,9290,-70,-0.75,25374,233174000,1.84,205838000000
금화피에스시,036190,34250,300,0.88,2049,69323000,23.27,205500000000
이리츠코크렙,088260,3230,-15,-0.46,89089,287000000,2.9,204593000000
티씨머티리얼즈,125020,5830,50,0.87,432788,2553209000,1.66,204274000000
오리엔탈정공,014940,4480,-25,-0.55,90338,403970000,4.42,204170000000
계룡건설,013580,22850,100,0.44,33449,767000000,9.97,204071000000
한농화성,011500,13050,10,0.08,25141,326000000,4.11,204063000000
이지바이오,353810,6160,140,2.33,102785,631104000,5.45,203784000000
바디텍메드,206640,9300,-130,-1.38,25224,235686000,3.42,203743000000
미래나노텍,095500,6560,-60,-0.91,34109,223754000,2.65,203425000000
세나테크놀로지,061090,37200,300,0.81,7317,270775000,1.94,203392000000
케이엔제이,272110,25250,-150,-0.59,48720,1232226000,5.43,202641000000
강스템바이오텍,217730,2145,0,0,131497,284189000,2.13,201746000000
갤럭시아머니트리,094480,5140,-450,-8.05,481119,2503321000,1.84,201641000000
우주일렉트로,065680,21800,-100,-0.46,3644,78796000,10.23,201442000000
와이씨켐,112290,9960,280,2.89,31144,303098000,2.94,201402000000
바이오플러스,099430,3260,55,1.72,115777,376772000,3.23,200948000000
LG우,003555,66700,-400,-0.6,5822,385000000,37.34,200846000000
디앤디플랫폼리츠,377190,2265,30,1.34,183429,411000000,3.11,200226000000
도우인시스,484120,18260,-430,-2.3,12954,236094000,0.47,200082000000
YG PLUS,037270,3140,-25,-0.79,66530,208000000,5.02,199902000000
바이오다인,314930,6710,-240,-3.45,17033,115647000,4.29,199717000000
동국산업,005160,3675,600,19.51,13483891,48524395000,1.62,199348000000
천일고속,000650,139100,-900,-0.64,529,74000000,0.58,198804000000
코칩,126730,22600,1050,4.87,1972761,45192833000,0.55,198204000000
성신양회,004980,8080,-50,-0.62,26603,214000000,4.4,198089000000
진양홀딩스,100250,3095,-15,-0.48,26544,81000000,1.88,197770000000
대성에너지,117580,7190,-40,-0.55,118243,849000000,0.82,197725000000
제닉,123330,24750,200,0.81,84593,2083554000,4.11,197224000000
엠로,058970,15950,-400,-2.45,16996,271463000,2.37,197186000000
아이엘,307180,5330,40,0.76,114592,604761000,0.88,196760000000
JW신약,067290,3505,-175,-4.76,7042417,25180637000,1.2,196410000000
에프앤가이드,064850,17200,360,2.14,15815,272316000,9.78,196257000000
네오위즈홀딩스,042420,24000,-150,-0.62,8971,214703000,4.04,195414000000
BGF에코머티리얼즈,126600,3110,85,2.81,19560,59064000,0.85,195205000000
HDC랩스,039570,7510,-30,-0.4,9673,72000000,4.28,194941000000
피아이이,452450,5430,390,7.74,599310,3241776000,1.43,195634000000
아스테라시스,450950,5180,-80,-1.52,8365,42914000,1.11,194910000000
HB테크놀러지,078150,2040,0,0,554132,1125238000,1.17,193640000000
한국비엔씨,256840,2830,5,0.18,971812,2754927000,3.72,193557000000
종근당홀딩스,001630,38500,-50,-0.13,2585,99000000,3.17,192879000000
교촌에프앤비,339770,3860,15,0.39,16558,63000000,1.98,192865000000
동부건설,005960,8400,370,4.61,171320,1448000000,8.15,192751000000
영진약품,003520,1053,13,1.25,221008,231000000,2.68,192586000000
한국유니온제약,080720,2410,0,0,0,0,0.06,192441000000
HLB테라퓨틱스,115450,2030,34,1.7,111113,221508000,3.49,192207000000
코텍,052330,10800,-130,-1.19,15054,163770000,12.31,191825000000
동원개발,013120,2110,-40,-1.86,83111,175222000,2.82,191605000000
해성산업,034810,6060,80,1.34,15307,89851000,1.51,191375000000
오르비텍,046120,5650,-50,-0.88,742077,4220695000,3.25,191283000000
현대비앤지스틸,004560,12660,210,1.69,44773,560000000,4.42,190897000000
KZ정밀,036560,12120,10,0.08,2314,27999000,4.23,190890000000
스카이라이프,053210,4015,-20,-0.5,35282,142000000,6.15,190804000000
대한제분,001130,11270,-210,-1.83,11763,133000000,7.41,190463000000
지투파워,388050,10170,-290,-2.77,401261,4105611000,1.01,190274000000
그래피,318060,17000,90,0.53,37461,629595000,3.27,190182000000
티엑스알로보틱스,484810,12280,-320,-2.54,98792,1222117000,1.12,189737000000
솔트룩스,304100,15000,-430,-2.79,50669,760520000,1.81,188907000000
국보디자인,066620,25150,150,0.6,4587,114847000,13.71,188625000000
대신증권2우B,003547,19550,0,0,6685,130000000,4.71,187810000000
슈피겐코리아,192440,30150,50,0.17,2897,87343000,12.03,187423000000
AJ네트웍스,095570,4140,-15,-0.36,61916,255000000,6.13,187346000000
현대사료,016790,994,0,0,0,0,2.38,187340000000
이연제약,102460,10070,110,1.1,22444,223000000,1.12,187169000000
환인제약,016580,10040,-150,-1.47,26920,269000000,12.78,186744000000
SP삼화,000390,6840,60,0.88,116727,813000000,20.78,186071000000
동성케미컬,102260,3660,-20,-0.54,73108,268000000,3.85,185450000000
에이스테크,088800,2450,565,29.97,1079950,2593744000,0,184990000000
대성산업,128820,4085,-95,-2.27,84213,348000000,2.94,184786000000
원익,032940,10160,490,5.07,4434277,45832845000,1.13,184842000000
SK시그넷,260870,8100,10,0.12,10061,81494000,0,184521000000
사람인,143240,17190,160,0.94,9889,169907000,23.14,184495000000
노바렉스,194700,10100,70,0.7,38383,385453000,6.47,184373000000
스트라드비젼,475040,3420,-65,-1.87,642832,2216923000,0.75,184082000000
코오롱생명과학,102940,14050,10,0.07,43830,612737000,2.53,183922000000
퓨쳐켐,220100,8200,-70,-0.85,65915,538759000,6.18,183904000000
대창단조,015230,6770,20,0.3,49877,338000000,8.92,183762000000
더즌,462860,2560,-580,-18.47,3709612,9869845000,0.29,183696000000
네오티스,085910,13290,470,3.67,70603,916424000,12.21,183333000000
아이티엠반도체,084850,8070,-20,-0.25,12374,98591000,2.61,183051000000
하이트진로홀딩스,000140,7870,-60,-0.76,8366,65000000,7.11,182637000000
탑코미디어,134580,3705,-210,-5.36,345537,1290680000,2.96,182634000000
더핑크퐁컴퍼니,403850,12700,150,1.2,55907,712703000,3.4,182257000000
방림,003610,5670,-90,-1.56,70930,400000000,0,182068000000
모두투어,080160,9590,-140,-1.44,64343,616842000,10.25,181251000000
SJG세종,033530,6660,60,0.91,26336,173000000,7.17,180168000000
한솔제지,213500,7510,40,0.54,27405,204000000,5.54,178742000000
HS효성,487570,47850,-900,-1.85,1865,88000000,5.08,178285000000
일진파워,094820,11790,-240,-2,62001,733993000,4.08,177777000000
지니언스,263860,19600,520,2.73,1423174,29403299000,25.34,177960000000
헥토이노베이션,214180,13670,-650,-4.54,69996,948312000,15.16,177619000000
대원제약,003220,7910,-90,-1.13,15519,122000000,13.17,177402000000
경농,002100,9070,0,0,20033,180000000,1,177069000000
와이솔,122990,6880,130,1.93,78193,533784000,10.39,176458000000
SAMG엔터,419530,17220,-200,-1.15,42233,724322000,4.48,175770000000
압타바이오,293780,6250,-40,-0.64,46453,286886000,1.48,175583000000
대양전기공업,108380,18350,-20,-0.11,18563,342458000,7.68,175560000000
지놈앤컴퍼니,314130,3355,-50,-1.47,293392,989024000,3.02,175464000000
데브시스터즈,194480,14400,-520,-3.49,92526,1330839000,2.57,175235000000
도화엔지니어링,002150,5180,50,0.97,22917,116000000,0.93,174669000000
우양피앤엘,002420,5600,200,3.7,2943,16000000,0.26,174540000000
에스오에스랩,464080,9680,-60,-0.62,34556,334161000,2.31,174371000000
서연,007860,7420,-10,-0.13,9520,70000000,6.4,174220000000
DH오토넥스,000300,4200,0,0,0,0,2.09,174035000000
아바코,083930,11840,210,1.81,22009,256146000,5.19,173778000000
JW생명과학,234080,10960,20,0.18,5886,64000000,14.45,173546000000
한세예스24홀딩스,016450,4335,-80,-1.81,12994,56000000,1.84,173400000000
아이디스,143160,16100,50,0.31,689,10998000,2.09,172533000000
사조씨푸드,014710,10020,-10,-0.1,2863,28000000,4.42,172529000000
이랜텍,054210,6820,-200,-2.85,104970,711256000,6.65,172486000000
이크레더블,092130,14320,-10,-0.07,3147,45004000,9.86,172464000000
바이오비쥬,489460,11650,220,1.92,66046,765670000,0.55,171875000000
비보존 제약,082800,2820,-55,-1.91,163308,466758000,1.33,171229000000
바이오솔루션,086820,6600,150,2.33,50609,328555000,2,171098000000
티쓰리,204610,3065,-115,-3.62,152906,471138000,3.65,170800000000
엘오티베큠,083310,9590,130,1.37,19832,188095000,7.98,170798000000
삼화전기,009470,25850,1300,5.3,111355,2856000000,25.81,170967000000
화승엔터프라이즈,241590,2815,15,0.54,17934,50000000,5.6,170558000000
이랜시스,264850,5620,-40,-0.71,248754,1392178000,1.03,170255000000
에브리봇,270660,13410,-130,-0.96,9908,132859000,0,170180000000
유수홀딩스,000700,6520,30,0.46,26442,174000000,22.17,169792000000
석경에이티,357550,31000,0,0,2629,80238000,1.3,169105000000
유화증권,003460,2980,-35,-1.16,60675,181000000,1.72,168973000000
씨피시스템,413630,4630,130,2.89,27238727,133694605000,1.66,168701000000
강남제비스코,000860,12950,320,2.53,3466,43000000,4.96,168350000000
듀켐바이오,176750,5880,-40,-0.68,13972,80559000,0.78,167513000000
비엠티,086670,16870,20,0.12,18151,303058000,3.25,167449000000
EDGC,245620,741,0,0,0,0,0.47,167118000000
레드캡투어,038390,9980,-20,-0.2,7759,77657000,6.99,166873000000
지누스,013890,7610,40,0.53,7242,54000000,7.58,166855000000
셀비온,308430,12920,-480,-3.58,9490,123977000,3.62,166735000000
제일일렉트릭,199820,7490,150,2.04,73719,547422000,3.9,166427000000
녹십자웰빙,234690,9260,-170,-1.8,128237,1185079000,1.52,166340000000
인터로조,119610,14530,130,0.9,10433,148881000,4.29,165841000000
에치에프알,230240,12490,1080,9.47,541451,6586086000,10.44,166229000000
유성티엔에스,024800,4695,-10,-0.21,25138,116819000,1.34,165383000000
아나패스,123860,13570,20,0.15,6123,82770000,4.22,164514000000
그린광학,0015G0,14010,80,0.57,24431,336573000,6.19,163952000000
큐알티,405100,13310,190,1.45,11151,148674000,4.39,163570000000
재영솔루텍,049630,7000,120,1.74,185327,1302815000,0,163555000000
아이텍,119830,6070,130,2.19,82277,498328000,1.93,161088000000
에스앤디,260970,56400,-300,-0.53,6219,347376000,4.71,163151000000
피델릭스,032580,4920,-10,-0.2,100506,494163000,36.45,163009000000
잉글우드랩,950140,8200,-20,-0.24,5472,44420000,11.39,162916000000
미래산업,025560,5870,-50,-0.84,200598,1179000000,9.79,163060000000
하이비젼시스템,126700,10890,90,0.83,21688,232586000,11.21,162719000000
모베이스전자,012860,2220,-15,-0.67,110507,245166000,4.25,162578000000
모트렉스,118990,6620,20,0.3,125227,826718000,2.53,162437000000
윤성에프앤씨,372170,20350,-100,-0.49,7243,145572000,1.24,162373000000
아로마티카,0015N0,12890,20,0.16,981047,12632032000,4.06,162116000000
삼익THK,004380,7830,210,2.76,15262,114000000,37.6,162081000000
SYTS,002170,54000,800,1.5,1395,74000000,3.86,162000000000
지앤비에스 에코,382800,5080,230,4.74,504034,2508661000,6.11,161701000000
GC메디아이,032620,3085,-5,-0.16,11266,34615000,2.09,161028000000
해태제과식품,101530,5530,-10,-0.18,25016,138000000,0.98,161016000000
동국씨엠,460850,5360,60,1.13,100586,532000000,21.59,160256000000
나이벡,138610,14060,-170,-1.19,15743,221356000,2.84,159831000000
버킷스튜디오,066410,1153,0,0,0,0,0.5,159637000000
코난테크놀로지,402030,12750,-400,-3.04,11983,153285000,0.71,159597000000
링크솔루션,474650,27700,-1000,-3.48,80369,2228749000,5.72,159365000000
코리아에프티,123410,5710,-10,-0.17,65684,376552000,44.11,158972000000
노루페인트,090350,7940,-60,-0.75,21859,173000000,5.45,158800000000
나노엔텍,039860,4165,55,1.34,116107,476963000,1.24,158657000000
아크릴,0007C0,19730,1380,7.52,591755,11820312000,3.48,158438000000
빅솔론,093190,8220,-50,-0.6,5446,44972000,9.52,158143000000
CJ제일제당 우,097955,119000,-100,-0.08,11772,1387000000,34.15,157964000000
대한약품,023910,26300,-200,-0.75,3017,79467000,20.24,157800000000
엠아이텍,179290,4875,-120,-2.4,47738,231808000,6.22,157782000000
DMS,068790,6990,180,2.64,13690,93974000,4.18,157765000000
넥써쓰,205500,1879,-79,-4.03,148211,280856000,1.64,157012000000
미래에셋증권우,006805,11640,210,1.84,18707,214000000,10.75,156606000000
유니퀘스트,077500,7250,-80,-1.09,88166,642000000,59.29,156600000000
일양약품,007570,8180,270,3.41,12697,101000000,5.4,156120000000
지씨지놈,340450,6600,540,8.91,657325,4288947000,3,156095000000
메가스터디,072870,13080,40,0.31,12631,165441000,18.89,155926000000
티케이케미칼,104480,1715,5,0.29,86099,147001000,4.16,155885000000
제이오,418550,4860,45,0.93,45241,218080000,1.89,155605000000
니어스랩,417030,26750,-1850,-6.47,461979,12381513000,5.92,154549000000
에이치엠넥스,036170,2525,130,5.43,456839,1150484000,3.61,154948000000
경동제약,011040,5040,0,0,17616,88348000,1.94,155074000000
아이디스홀딩스,054800,14970,0,0,2663,39500000,0.14,154905000000
케이알엠,093640,4715,75,1.62,17338,80931000,0,154858000000
CJ우,001045,68300,100,0.15,2275,154000000,13.49,154373000000
메디아나,041920,8300,120,1.47,34987,286422000,4.86,154365000000
아모레퍼시픽홀딩스3우C,00279K,21700,100,0.46,976,21000000,4.5,153900000000
코스맥스엔비티,222040,7460,340,4.78,93470,679913000,3.33,153884000000
삼일제약,000520,7090,80,1.14,55028,382000000,3.5,153794000000
아가방컴퍼니,013990,4675,-25,-0.53,27707,127047000,3.98,153749000000
푸른저축은행,007330,10190,-10,-0.1,6003,60786000,1.66,153693000000
NH올원리츠,400760,2795,0,0,139331,392000000,1.58,153527000000
지어소프트,051160,9920,-210,-2.07,23652,237036000,18.73,153506000000
카나프테라퓨틱스,0082N0,11520,-970,-7.77,379763,4340322000,2.71,153222000000
에스투더블유,488280,14130,-1210,-7.89,404598,5912225000,1.75,152964000000
폴라리스오피스,041020,3070,45,1.49,109753,332681000,3.15,152529000000
안트로젠,065660,15220,-10,-0.07,14535,217589000,4.14,152292000000
금호석유화학우,011785,50300,-100,-0.2,1086,55000000,19.5,152081000000
한국주철관,000970,6650,10,0.15,4622,30000000,2.5,151623000000
SV인베스트먼트,289080,2520,-15,-0.59,632080,1581943000,0.88,151548000000
새로닉스,042600,12170,-110,-0.9,4329,52409000,4.54,151194000000
대한화섬,003830,113800,-300,-0.26,255,28000000,0.46,151126000000
오로라,039830,14040,-330,-2.3,31999,450103000,6.81,151110000000
유비쿼스,264450,10300,190,1.88,53567,552426000,5.99,151054000000
매드업,0039P0,8030,-200,-2.43,837572,6745133000,1.5,151023000000
조선내화,462520,12720,-80,-0.62,4655,59000000,0.43,150797000000
알루코,001780,1557,7,0.45,153901,238000000,4.05,150764000000
한국석유,004090,11870,-440,-3.57,280815,3385000000,1.96,150679000000
KG파이낸셜,046440,4150,-10,-0.24,60132,244510000,4.78,150439000000
플리토,300080,9050,-40,-0.44,27756,251115000,10.06,149374000000
웅진,016880,1868,41,2.24,40380,73000000,5.72,149303000000
코스텍시스,355150,19080,-20,-0.1,45290,863056000,16.49,148773000000
삼양패키징,272550,9870,-20,-0.2,21023,204000000,2.56,148725000000
한컴위드,054920,5300,70,1.34,12584540,68206603000,1.29,149550000000
신라교역,004970,9260,40,0.43,2703,24000000,4.15,148160000000
아바텍,149950,10830,-150,-1.37,296255,3286681000,2.68,148021000000
쎌바이오텍,049960,15750,120,0.77,5606,86187000,4.21,148050000000
하나제약,293480,8320,10,0.12,13826,114000000,0,147870000000
이수앱지스,086890,3615,20,0.56,39702,141677000,1.67,147401000000
제일약품,271980,9990,-70,-0.7,21824,215000000,1.56,146901000000
라이콤,388790,4800,410,9.34,4521404,23003837000,1.09,146947000000
삼보판지,023600,9150,0,0,9349,85506000,4.06,146475000000
세경하이테크,148150,4120,-15,-0.36,47470,193916000,1.56,146436000000
롯데하이마트,071840,6200,20,0.32,17758,108000000,2.71,146367000000
아톤,158430,5970,-340,-5.39,9325156,55599053000,0.98,146158000000
KT나스미디어,089600,12750,-170,-1.32,24496,314298000,5.22,145433000000
앤로보틱스,138360,1653,0,0,347218,568362000,4.7,145420000000
인터플렉스,051370,6230,-40,-0.64,36492,225891000,6.99,145330000000
매일홀딩스,005990,10900,-70,-0.64,484,5257000,1.3,144951000000
유비쿼스홀딩스,078070,8480,-30,-0.35,16973,144420000,2.68,144658000000
한솔홀딩스,004150,3510,-35,-0.99,62992,219000000,5.26,144003000000
고스트스튜디오,950190,11040,1450,15.12,991923,11447426000,30.38,143708000000
우양에이치씨,101970,9690,-10,-0.1,16746,155421000,0.32,143315000000
솔본,035610,5220,190,3.78,59051,302506000,0.88,142746000000
이엘씨,041520,11700,10,0.09,5890,68631000,2.81,142608000000
엔솔바이오사이언스,140610,9900,-90,-0.9,4559,44799000,0,142326000000
동화약품,000020,5090,-60,-1.17,47202,238000000,3.21,142171000000
미원홀딩스,107590,61100,-100,-0.16,51,3000000,0.45,141752000000
금강철강,053260,7560,-230,-2.95,651444,5103693000,0.13,141523000000
이구산업,025820,4220,0,0,73666,311000000,4.23,141125000000
샘표,007540,49000,-1500,-2.97,32139,1608000000,3.87,140914000000
태경산업,015890,4810,50,1.05,14238,67000000,2.54,140590000000
한진중공업홀딩스,003480,4760,35,0.74,39000,184000000,2.68,140561000000
인포바인,115310,9470,-30,-0.32,2834,26448000,8.55,140454000000
엘케이켐,489500,21900,400,1.86,16164,352559000,2.33,139968000000
퀄리타스반도체,432720,9860,490,5.23,221591,2173759000,2.17,139889000000
켄코아에어로스페이스,274090,10140,220,2.22,54361,547923000,9.17,139670000000
텔레칩스,054450,9210,0,0,62857,579670000,1.69,139478000000
네오오토,212560,10310,-230,-2.18,157561,1620936000,1.67,139044000000
효성ITX,094280,11980,-50,-0.42,3526,42000000,1.15,138467000000
멀티캠퍼스,067280,23350,-100,-0.43,4293,98969000,4.13,138390000000
헬릭스미스,084990,3000,65,2.21,27950,81837000,3.94,138278000000
금호전기,001210,11090,290,2.69,4416101,49576000000,12.58,138176000000
에스텍,069510,12640,-420,-3.22,5426,70488000,57.83,137902000000
디바이스,187870,9940,140,1.43,27851,272217000,7.42,137795000000
아이패밀리에스씨,114840,8260,-140,-1.67,15387,127714000,4.54,137788000000
그래디언트,035080,12280,140,1.15,37380,449693000,3.37,137218000000
제룡산업,147830,6860,50,0.73,53232,363876000,4.64,137200000000
